Unit 0 -> (tensor(0.6929, device='cuda:0', dtype=torch.float16), 1.2061767578125)
Unit 1843 -> (tensor(0.9580, device='cuda:0', dtype=torch.float16), 1.1455078125)
Unit 1844 -> (tensor(0.5703, device='cuda:0', dtype=torch.float16), 1.3486328125)
Unit 1845 -> (tensor(0.6855, device='cuda:0', dtype=torch.float16), 1.0118408203125)
Unit 1846 -> (tensor(0.7056, device='cuda:0', dtype=torch.float16), 1.9111328125)
Unit 1847 -> (tensor(0.5117, device='cuda:0', dtype=torch.float16), 0.0400390625)
Unit 1848 -> (tensor(0.8916, device='cuda:0', dtype=torch.float16), 0.12890625)
Unit 1849 -> (tensor(0.5410, device='cuda:0', dtype=torch.float16), 0.65283203125)
Unit 1850 -> (tensor(0.8828, device='cuda:0', dtype=torch.float16), 1.880859375)
Unit 1851 -> (tensor(0.7944, device='cuda:0', dtype=torch.float16), 0.14501953125)
Unit 1852 -> (tensor(0.9336, device='cuda:0', dtype=torch.float16), 0.1181640625)
Unit 1853 -> (tensor(0.7822, device='cuda:0', dtype=torch.float16), 1.79638671875)
Unit 1854 -> (tensor(0.7812, device='cuda:0', dtype=torch.float16), 1.267333984375)
Unit 1855 -> (tensor(0.5601, device='cuda:0', dtype=torch.float16), 1.71533203125)
Unit 1856 -> (tensor(0.8369, device='cuda:0', dtype=torch.float16), 0.06640625)
Unit 1857 -> (tensor(0.9253, device='cuda:0', dtype=torch.float16), 0.14501953125)
Unit 1858 -> (tensor(0.6675, device='cuda:0', dtype=torch.float16), 1.9599609375)
Unit 1859 -> (tensor(0.7251, device='cuda:0', dtype=torch.float16), 0.1650390625)
Unit 1860 -> (tensor(0.6924, device='cuda:0', dtype=torch.float16), 0.89044189453125)
Unit 1861 -> (tensor(0.2642, device='cuda:0', dtype=torch.float16), 0.20166015625)
Unit 1862 -> (tensor(0.8027, device='cuda:0', dtype=torch.float16), 0.56005859375)
Unit 1863 -> (tensor(0.8496, device='cuda:0', dtype=torch.float16), 0.8082275390625)
Unit 1864 -> (tensor(0.9565, device='cuda:0', dtype=torch.float16), 1.31689453125)
Unit 1865 -> (tensor(0.8301, device='cuda:0', dtype=torch.float16), 0.388671875)
Unit 1866 -> (tensor(0.8555, device='cuda:0', dtype=torch.float16), 0.07666015625)
Unit 1867 -> (tensor(0.3464, device='cuda:0', dtype=torch.float16), 0.615478515625)
Unit 1868 -> (tensor(0.9702, device='cuda:0', dtype=torch.float16), 1.039093017578125)
Unit 1869 -> (tensor(0.9302, device='cuda:0', dtype=torch.float16), 0.34228515625)
Unit 1870 -> (tensor(0.6431, device='cuda:0', dtype=torch.float16), 1.2344970703125)
Unit 1871 -> (tensor(0.8525, device='cuda:0', dtype=torch.float16), 0.15576171875)
Unit 1872 -> (tensor(0.6313, device='cuda:0', dtype=torch.float16), 1.9833984375)
Unit 1873 -> (tensor(0.5093, device='cuda:0', dtype=torch.float16), 1.30517578125)
Unit 1874 -> (tensor(0.7061, device='cuda:0', dtype=torch.float16), 1.7783203125)
Unit 1875 -> (tensor(0.8589, device='cuda:0', dtype=torch.float16), 0.13330078125)
Unit 1876 -> (tensor(0.7197, device='cuda:0', dtype=torch.float16), 1.892578125)
Unit 1877 -> (tensor(0.7974, device='cuda:0', dtype=torch.float16), 1.9404296875)
Unit 1878 -> (tensor(0.5337, device='cuda:0', dtype=torch.float16), 1.9365234375)
Unit 1879 -> (tensor(0.6919, device='cuda:0', dtype=torch.float16), 1.9404296875)
Unit 1880 -> (tensor(0.8252, device='cuda:0', dtype=torch.float16), 0.83251953125)
Unit 1881 -> (tensor(0.6177, device='cuda:0', dtype=torch.float16), 1.80859375)
Unit 1882 -> (tensor(0.6089, device='cuda:0', dtype=torch.float16), 1.95654296875)
Unit 1883 -> (tensor(0.8535, device='cuda:0', dtype=torch.float16), 0.697021484375)
Unit 1884 -> (tensor(0.8984, device='cuda:0', dtype=torch.float16), 1.73779296875)
Unit 1885 -> (tensor(0.3892, device='cuda:0', dtype=torch.float16), 1.935546875)
Unit 1886 -> (tensor(0.6548, device='cuda:0', dtype=torch.float16), 1.250732421875)
Unit 1887 -> (tensor(0.9219, device='cuda:0', dtype=torch.float16), 1.445556640625)
Unit 1888 -> (tensor(0.4707, device='cuda:0', dtype=torch.float16), 0.0419921875)
Unit 1889 -> (tensor(0.7441, device='cuda:0', dtype=torch.float16), 0.05078125)
Unit 1890 -> (tensor(0.6616, device='cuda:0', dtype=torch.float16), 0.4482421875)
Unit 1891 -> (tensor(0.5215, device='cuda:0', dtype=torch.float16), 0.1171875)
Unit 1892 -> (tensor(0.7114, device='cuda:0', dtype=torch.float16), 1.7568359375)
Unit 1893 -> (tensor(0.3647, device='cuda:0', dtype=torch.float16), 0.554931640625)
Unit 1894 -> (tensor(0.7017, device='cuda:0', dtype=torch.float16), 0.09619140625)
Unit 1895 -> (tensor(0.9233, device='cuda:0', dtype=torch.float16), 1.9580078125)
Unit 1896 -> (tensor(0.6582, device='cuda:0', dtype=torch.float16), 1.9296875)
Unit 1897 -> (tensor(0.6284, device='cuda:0', dtype=torch.float16), 0.3193359375)
Unit 1898 -> (tensor(0.5269, device='cuda:0', dtype=torch.float16), 1.9716796875)
Unit 1899 -> (tensor(0.8462, device='cuda:0', dtype=torch.float16), 0.616455078125)
Unit 1900 -> (tensor(0.8052, device='cuda:0', dtype=torch.float16), 0.0283203125)
Unit 1901 -> (tensor(0.9028, device='cuda:0', dtype=torch.float16), 0.31494140625)
Unit 1902 -> (tensor(0.5923, device='cuda:0', dtype=torch.float16), 0.2451171875)
Unit 1903 -> (tensor(0.4722, device='cuda:0', dtype=torch.float16), 0.04833984375)
Unit 1904 -> (tensor(0.8599, device='cuda:0', dtype=torch.float16), 1.3701171875)
Unit 1905 -> (tensor(0.8896, device='cuda:0', dtype=torch.float16), 1.06378173828125)
Unit 1906 -> (tensor(0.7119, device='cuda:0', dtype=torch.float16), 1.90087890625)
Unit 1907 -> (tensor(0.7334, device='cuda:0', dtype=torch.float16), 1.076416015625)
Unit 1908 -> (tensor(0.6865, device='cuda:0', dtype=torch.float16), 1.86669921875)
Unit 1909 -> (tensor(0.8013, device='cuda:0', dtype=torch.float16), 0.7523193359375)
Unit 1910 -> (tensor(0.9858, device='cuda:0', dtype=torch.float16), 0.7978515625)
Unit 1911 -> (tensor(0.8018, device='cuda:0', dtype=torch.float16), 1.7626953125)
Unit 1912 -> (tensor(0.9854, device='cuda:0', dtype=torch.float16), 1.330078125)
Unit 1913 -> (tensor(0.5913, device='cuda:0', dtype=torch.float16), 1.80322265625)
Unit 1914 -> (tensor(0.4739, device='cuda:0', dtype=torch.float16), 0.48193359375)
Unit 1915 -> (tensor(0.9248, device='cuda:0', dtype=torch.float16), 0.18115234375)
Unit 1916 -> (tensor(0.7202, device='cuda:0', dtype=torch.float16), 0.597900390625)
Unit 1917 -> (tensor(0.5024, device='cuda:0', dtype=torch.float16), 0.052734375)
Unit 1918 -> (tensor(0.7998, device='cuda:0', dtype=torch.float16), 0.1484375)
Unit 1919 -> (tensor(0.8188, device='cuda:0', dtype=torch.float16), 1.47705078125)
Unit 1920 -> (tensor(0.6230, device='cuda:0', dtype=torch.float16), 0.013671875)
Unit 1921 -> (tensor(0.9727, device='cuda:0', dtype=torch.float16), 0.9136962890625)
Unit 1922 -> (tensor(0.4377, device='cuda:0', dtype=torch.float16), 0.603271484375)
Unit 1923 -> (tensor(0.6558, device='cuda:0', dtype=torch.float16), 0.7763671875)
Unit 1924 -> (tensor(0.9126, device='cuda:0', dtype=torch.float16), 0.0947265625)
Unit 1925 -> (tensor(0.8237, device='cuda:0', dtype=torch.float16), 0.75830078125)
Unit 1926 -> (tensor(0.7769, device='cuda:0', dtype=torch.float16), 0.07080078125)
Unit 1927 -> (tensor(0.6001, device='cuda:0', dtype=torch.float16), 1.94970703125)
Unit 1928 -> (tensor(0.9634, device='cuda:0', dtype=torch.float16), 0.45068359375)
Unit 1929 -> (tensor(0.4719, device='cuda:0', dtype=torch.float16), 1.8154296875)
Unit 1930 -> (tensor(0.6743, device='cuda:0', dtype=torch.float16), 1.86962890625)
Unit 1931 -> (tensor(0.7012, device='cuda:0', dtype=torch.float16), 1.9228515625)
Unit 1932 -> (tensor(0.7339, device='cuda:0', dtype=torch.float16), 0.978790283203125)
Unit 1933 -> (tensor(0.8096, device='cuda:0', dtype=torch.float16), 0.14501953125)
Unit 1934 -> (tensor(0.8569, device='cuda:0', dtype=torch.float16), 0.32080078125)
Unit 1935 -> (tensor(0.7476, device='cuda:0', dtype=torch.float16), 1.88720703125)
Unit 1936 -> (tensor(0.8022, device='cuda:0', dtype=torch.float16), 1.84423828125)
Unit 1937 -> (tensor(0.8018, device='cuda:0', dtype=torch.float16), 0.96295166015625)
Unit 1938 -> (tensor(0.9707, device='cuda:0', dtype=torch.float16), 1.8447265625)
Unit 1939 -> (tensor(0.9004, device='cuda:0', dtype=torch.float16), 1.67041015625)
Unit 1940 -> (tensor(0.5386, device='cuda:0', dtype=torch.float16), 0.65625)
Unit 1941 -> (tensor(0.4871, device='cuda:0', dtype=torch.float16), 0.14697265625)
Unit 1942 -> (tensor(0.8550, device='cuda:0', dtype=torch.float16), 0.619873046875)
Unit 1943 -> (tensor(0.6494, device='cuda:0', dtype=torch.float16), 1.8974609375)
Unit 1944 -> (tensor(0.9233, device='cuda:0', dtype=torch.float16), 1.638671875)
Unit 1945 -> (tensor(0.2054, device='cuda:0', dtype=torch.float16), 0.0390625)
Unit 1946 -> (tensor(0.8647, device='cuda:0', dtype=torch.float16), 1.176025390625)
Unit 1947 -> (tensor(0.7036, device='cuda:0', dtype=torch.float16), 1.7080078125)
Unit 1948 -> (tensor(0.8398, device='cuda:0', dtype=torch.float16), 0.701171875)
Unit 1949 -> (tensor(0.6172, device='cuda:0', dtype=torch.float16), 1.291259765625)
Unit 1950 -> (tensor(0.5400, device='cuda:0', dtype=torch.float16), 1.90966796875)
Unit 1951 -> (tensor(0.3164, device='cuda:0', dtype=torch.float16), 1.701171875)
Unit 1952 -> (tensor(0.8809, device='cuda:0', dtype=torch.float16), 1.7783203125)
Unit 1953 -> (tensor(0.7637, device='cuda:0', dtype=torch.float16), 1.88232421875)
Unit 1954 -> (tensor(0.7402, device='cuda:0', dtype=torch.float16), 0.0478515625)
Unit 1955 -> (tensor(0.8994, device='cuda:0', dtype=torch.float16), 0.17724609375)
Unit 1956 -> (tensor(0.5210, device='cuda:0', dtype=torch.float16), 1.5634765625)
Unit 1957 -> (tensor(0.9663, device='cuda:0', dtype=torch.float16), 1.53271484375)
Unit 1958 -> (tensor(0.5132, device='cuda:0', dtype=torch.float16), 1.298583984375)
Unit 1959 -> (tensor(0.7466, device='cuda:0', dtype=torch.float16), 0.05859375)
Unit 1960 -> (tensor(0.7783, device='cuda:0', dtype=torch.float16), 0.10302734375)
Unit 1961 -> (tensor(0.8784, device='cuda:0', dtype=torch.float16), 1.2255859375)
Unit 1962 -> (tensor(0.7715, device='cuda:0', dtype=torch.float16), 0.780029296875)
Unit 1963 -> (tensor(0.8330, device='cuda:0', dtype=torch.float16), 1.8798828125)
Unit 1964 -> (tensor(0.8403, device='cuda:0', dtype=torch.float16), 0.56005859375)
Unit 1965 -> (tensor(0.6694, device='cuda:0', dtype=torch.float16), 1.88818359375)
Unit 1966 -> (tensor(0.7676, device='cuda:0', dtype=torch.float16), 1.75)
Unit 1967 -> (tensor(0.7705, device='cuda:0', dtype=torch.float16), 0.2041015625)
Unit 1968 -> (tensor(0.9287, device='cuda:0', dtype=torch.float16), 1.8935546875)
Unit 1969 -> (tensor(0.5952, device='cuda:0', dtype=torch.float16), 0.3740234375)
Unit 1970 -> (tensor(0.8311, device='cuda:0', dtype=torch.float16), 0.3447265625)
Unit 1971 -> (tensor(0.5073, device='cuda:0', dtype=torch.float16), 1.74853515625)
Unit 1972 -> (tensor(0.6831, device='cuda:0', dtype=torch.float16), 1.85302734375)
Unit 1973 -> (tensor(0.7661, device='cuda:0', dtype=torch.float16), 0.173828125)
Unit 1974 -> (tensor(0.5454, device='cuda:0', dtype=torch.float16), 0.9924163818359375)
Unit 1975 -> (tensor(0.5562, device='cuda:0', dtype=torch.float16), 1.9306640625)
Unit 1976 -> (tensor(0.6865, device='cuda:0', dtype=torch.float16), 0.07080078125)
Unit 1977 -> (tensor(0.4890, device='cuda:0', dtype=torch.float16), 0.695556640625)
Unit 1978 -> (tensor(0.8965, device='cuda:0', dtype=torch.float16), 1.923828125)
Unit 1979 -> (tensor(0.8770, device='cuda:0', dtype=torch.float16), 1.08770751953125)
Unit 1980 -> (tensor(0.8091, device='cuda:0', dtype=torch.float16), 0.16796875)
Unit 1981 -> (tensor(0.6709, device='cuda:0', dtype=torch.float16), 0.580078125)
Unit 1982 -> (tensor(0.6997, device='cuda:0', dtype=torch.float16), 1.53271484375)
Unit 1983 -> (tensor(0.4639, device='cuda:0', dtype=torch.float16), 0.827392578125)
Unit 1984 -> (tensor(0.8057, device='cuda:0', dtype=torch.float16), 0.19775390625)
Unit 1985 -> (tensor(0.6470, device='cuda:0', dtype=torch.float16), 1.72509765625)
Unit 1986 -> (tensor(0.4438, device='cuda:0', dtype=torch.float16), 0.123046875)
Unit 1987 -> (tensor(0.7710, device='cuda:0', dtype=torch.float16), 1.81787109375)
Unit 1988 -> (tensor(0.3914, device='cuda:0', dtype=torch.float16), 1.7099609375)
Unit 1989 -> (tensor(0.6060, device='cuda:0', dtype=torch.float16), 0.044921875)
Unit 1990 -> (tensor(0.8896, device='cuda:0', dtype=torch.float16), 1.7880859375)
Unit 1991 -> (tensor(0.9727, device='cuda:0', dtype=torch.float16), 0.38525390625)
Unit 1992 -> (tensor(0.6191, device='cuda:0', dtype=torch.float16), 0.1728515625)
Unit 1993 -> (tensor(0.8057, device='cuda:0', dtype=torch.float16), 1.361328125)
Unit 1994 -> (tensor(0.4548, device='cuda:0', dtype=torch.float16), 1.53466796875)
Unit 1995 -> (tensor(0.3906, device='cuda:0', dtype=torch.float16), 1.04052734375)
Unit 1996 -> (tensor(0.3604, device='cuda:0', dtype=torch.float16), 0.23974609375)
Unit 1997 -> (tensor(0.9858, device='cuda:0', dtype=torch.float16), 1.477294921875)
Unit 1998 -> (tensor(0.6709, device='cuda:0', dtype=torch.float16), 0.09765625)
Unit 1999 -> (tensor(0.9277, device='cuda:0', dtype=torch.float16), 0.109375)
Unit 2000 -> (tensor(0.7578, device='cuda:0', dtype=torch.float16), 0.74365234375)
Unit 2001 -> (tensor(0.7676, device='cuda:0', dtype=torch.float16), 0.587158203125)
Unit 2002 -> (tensor(0.9243, device='cuda:0', dtype=torch.float16), 1.12445068359375)
Unit 2003 -> (tensor(0.8701, device='cuda:0', dtype=torch.float16), 0.838134765625)
Unit 2004 -> (tensor(0.3113, device='cuda:0', dtype=torch.float16), 1.4365234375)
Unit 2005 -> (tensor(0.7324, device='cuda:0', dtype=torch.float16), 0.961273193359375)
Unit 2006 -> (tensor(0.9668, device='cuda:0', dtype=torch.float16), 1.61181640625)
Unit 2007 -> (tensor(0.8066, device='cuda:0', dtype=torch.float16), 1.93701171875)
Unit 2008 -> (tensor(0.7368, device='cuda:0', dtype=torch.float16), 1.95751953125)
Unit 2009 -> (tensor(0.7690, device='cuda:0', dtype=torch.float16), 0.621337890625)
Unit 2010 -> (tensor(0.6143, device='cuda:0', dtype=torch.float16), 0.8272705078125)
Unit 2011 -> (tensor(0.5356, device='cuda:0', dtype=torch.float16), 1.9091796875)
Unit 2012 -> (tensor(0.6211, device='cuda:0', dtype=torch.float16), 1.8974609375)
Unit 2013 -> (tensor(0.6670, device='cuda:0', dtype=torch.float16), 0.898193359375)
Unit 2014 -> (tensor(0.9834, device='cuda:0', dtype=torch.float16), 1.5654296875)
Unit 2015 -> (tensor(0.3689, device='cuda:0', dtype=torch.float16), 0.9173583984375)
Unit 2016 -> (tensor(0.7793, device='cuda:0', dtype=torch.float16), 0.75732421875)
Unit 2017 -> (tensor(0.4990, device='cuda:0', dtype=torch.float16), 0.35205078125)
Unit 2018 -> (tensor(0.9380, device='cuda:0', dtype=torch.float16), 0.1962890625)
Unit 2019 -> (tensor(0.8159, device='cuda:0', dtype=torch.float16), 1.77197265625)
Unit 2020 -> (tensor(0.7812, device='cuda:0', dtype=torch.float16), 1.935546875)
Unit 2021 -> (tensor(0.9678, device='cuda:0', dtype=torch.float16), 1.91162109375)
Unit 2022 -> (tensor(0.5903, device='cuda:0', dtype=torch.float16), 1.478271484375)
Unit 2023 -> (tensor(0.5566, device='cuda:0', dtype=torch.float16), 1.8740234375)
Unit 2024 -> (tensor(0.6533, device='cuda:0', dtype=torch.float16), 0.20361328125)
Unit 2025 -> (tensor(0.9551, device='cuda:0', dtype=torch.float16), 1.62109375)
Unit 2026 -> (tensor(0.3938, device='cuda:0', dtype=torch.float16), 0.1591796875)
Unit 2027 -> (tensor(0.9829, device='cuda:0', dtype=torch.float16), 0.23388671875)
Unit 2028 -> (tensor(0.5879, device='cuda:0', dtype=torch.float16), 1.330078125)
Unit 2029 -> (tensor(0.5894, device='cuda:0', dtype=torch.float16), 1.9443359375)
Unit 2030 -> (tensor(0.5371, device='cuda:0', dtype=torch.float16), 1.1431884765625)
Unit 2031 -> (tensor(0.7583, device='cuda:0', dtype=torch.float16), 1.93896484375)
Unit 2032 -> (tensor(0.7993, device='cuda:0', dtype=torch.float16), 0.868896484375)
Unit 2033 -> (tensor(0.6338, device='cuda:0', dtype=torch.float16), 0.158203125)
Unit 2034 -> (tensor(0.5195, device='cuda:0', dtype=torch.float16), 0.29443359375)
Unit 2035 -> (tensor(0.8359, device='cuda:0', dtype=torch.float16), 0.669189453125)
Unit 2036 -> (tensor(0.7168, device='cuda:0', dtype=torch.float16), 1.87060546875)
Unit 2037 -> (tensor(0.4880, device='cuda:0', dtype=torch.float16), 1.020904541015625)
Unit 2038 -> (tensor(0.3960, device='cuda:0', dtype=torch.float16), 0.31298828125)
Unit 2039 -> (tensor(0.6289, device='cuda:0', dtype=torch.float16), 1.306396484375)
Unit 2040 -> (tensor(0.6221, device='cuda:0', dtype=torch.float16), 0.3857421875)
Unit 2041 -> (tensor(0.7041, device='cuda:0', dtype=torch.float16), 0.04248046875)
Unit 2042 -> (tensor(0.6606, device='cuda:0', dtype=torch.float16), 0.189453125)
Unit 2043 -> (tensor(0.6304, device='cuda:0', dtype=torch.float16), 0.10888671875)
Unit 2044 -> (tensor(0.8892, device='cuda:0', dtype=torch.float16), 0.583984375)
Unit 2045 -> (tensor(0.3647, device='cuda:0', dtype=torch.float16), 0.48779296875)
Unit 2046 -> (tensor(0.5894, device='cuda:0', dtype=torch.float16), 0.47314453125)
Unit 2047 -> (tensor(0.2440, device='cuda:0', dtype=torch.float16), 0.3271484375)
