Unit 0 -> (tensor(0.6929, device='cuda:0', dtype=torch.float16), 1.2061767578125)
Unit 621 -> (tensor(0.9448, device='cuda:0', dtype=torch.float16), 1.4736328125)
Unit 622 -> (tensor(0.6299, device='cuda:0', dtype=torch.float16), 0.71240234375)
Unit 623 -> (tensor(0.4150, device='cuda:0', dtype=torch.float16), 0.1025390625)
Unit 624 -> (tensor(0.5146, device='cuda:0', dtype=torch.float16), 0.22314453125)
Unit 625 -> (tensor(0.9409, device='cuda:0', dtype=torch.float16), 1.93896484375)
Unit 626 -> (tensor(0.9536, device='cuda:0', dtype=torch.float16), 1.364990234375)
Unit 627 -> (tensor(0.8652, device='cuda:0', dtype=torch.float16), 1.8212890625)
Unit 628 -> (tensor(0.8535, device='cuda:0', dtype=torch.float16), 0.28173828125)
Unit 629 -> (tensor(0.5796, device='cuda:0', dtype=torch.float16), 0.19287109375)
Unit 630 -> (tensor(0.6392, device='cuda:0', dtype=torch.float16), 1.7880859375)
Unit 631 -> (tensor(0.7197, device='cuda:0', dtype=torch.float16), 0.126953125)
Unit 632 -> (tensor(0.6558, device='cuda:0', dtype=torch.float16), 0.58203125)
Unit 633 -> (tensor(0.8354, device='cuda:0', dtype=torch.float16), 1.11431884765625)
Unit 634 -> (tensor(0.4785, device='cuda:0', dtype=torch.float16), 1.724609375)
Unit 635 -> (tensor(0.3657, device='cuda:0', dtype=torch.float16), 1.77001953125)
Unit 636 -> (tensor(0.5166, device='cuda:0', dtype=torch.float16), 1.1796875)
Unit 637 -> (tensor(0.9663, device='cuda:0', dtype=torch.float16), 1.028350830078125)
Unit 638 -> (tensor(0.9150, device='cuda:0', dtype=torch.float16), 1.482666015625)
Unit 639 -> (tensor(0.3530, device='cuda:0', dtype=torch.float16), 0.45751953125)
Unit 640 -> (tensor(0.7280, device='cuda:0', dtype=torch.float16), 0.46630859375)
Unit 641 -> (tensor(0.2444, device='cuda:0', dtype=torch.float16), 0.23291015625)
Unit 642 -> (tensor(0.4587, device='cuda:0', dtype=torch.float16), 1.5810546875)
Unit 643 -> (tensor(0.5771, device='cuda:0', dtype=torch.float16), 0.61474609375)
Unit 644 -> (tensor(0.8457, device='cuda:0', dtype=torch.float16), 1.86474609375)
Unit 645 -> (tensor(0.3252, device='cuda:0', dtype=torch.float16), 1.289306640625)
Unit 646 -> (tensor(0.9517, device='cuda:0', dtype=torch.float16), 1.6171875)
Unit 647 -> (tensor(0.7764, device='cuda:0', dtype=torch.float16), 1.9033203125)
Unit 648 -> (tensor(0.5562, device='cuda:0', dtype=torch.float16), 1.295166015625)
Unit 649 -> (tensor(0.8862, device='cuda:0', dtype=torch.float16), 1.79541015625)
Unit 650 -> (tensor(0.9766, device='cuda:0', dtype=torch.float16), 0.8743896484375)
Unit 651 -> (tensor(0.6143, device='cuda:0', dtype=torch.float16), 0.068359375)
Unit 652 -> (tensor(0.5288, device='cuda:0', dtype=torch.float16), 0.10595703125)
Unit 653 -> (tensor(0.7642, device='cuda:0', dtype=torch.float16), 0.7540283203125)
Unit 654 -> (tensor(0.7588, device='cuda:0', dtype=torch.float16), 0.34228515625)
Unit 655 -> (tensor(0.7271, device='cuda:0', dtype=torch.float16), 1.81494140625)
Unit 656 -> (tensor(0.9478, device='cuda:0', dtype=torch.float16), 1.71826171875)
Unit 657 -> (tensor(0.5981, device='cuda:0', dtype=torch.float16), 0.653564453125)
Unit 658 -> (tensor(0.6646, device='cuda:0', dtype=torch.float16), 0.45361328125)
Unit 659 -> (tensor(0.5605, device='cuda:0', dtype=torch.float16), 1.231689453125)
Unit 660 -> (tensor(0.6719, device='cuda:0', dtype=torch.float16), 1.826171875)
Unit 661 -> (tensor(0.8032, device='cuda:0', dtype=torch.float16), 1.8017578125)
Unit 662 -> (tensor(0.7236, device='cuda:0', dtype=torch.float16), 1.05584716796875)
Unit 663 -> (tensor(0.9028, device='cuda:0', dtype=torch.float16), 1.2144775390625)
Unit 664 -> (tensor(0.6343, device='cuda:0', dtype=torch.float16), 1.8603515625)
Unit 665 -> (tensor(0.7354, device='cuda:0', dtype=torch.float16), 0.09619140625)
Unit 666 -> (tensor(0.3538, device='cuda:0', dtype=torch.float16), 1.91162109375)
Unit 667 -> (tensor(0.7153, device='cuda:0', dtype=torch.float16), 1.88818359375)
Unit 668 -> (tensor(0.6855, device='cuda:0', dtype=torch.float16), 1.71044921875)
Unit 669 -> (tensor(0.6152, device='cuda:0', dtype=torch.float16), 1.1593017578125)
Unit 670 -> (tensor(0.8354, device='cuda:0', dtype=torch.float16), 0.13525390625)
Unit 671 -> (tensor(0.9697, device='cuda:0', dtype=torch.float16), 1.18798828125)
Unit 672 -> (tensor(0.6616, device='cuda:0', dtype=torch.float16), 0.614990234375)
Unit 673 -> (tensor(0.7080, device='cuda:0', dtype=torch.float16), 1.70361328125)
Unit 674 -> (tensor(0.6479, device='cuda:0', dtype=torch.float16), 1.337158203125)
Unit 675 -> (tensor(0.5654, device='cuda:0', dtype=torch.float16), 1.155517578125)
Unit 676 -> (tensor(0.6655, device='cuda:0', dtype=torch.float16), 1.71923828125)
Unit 677 -> (tensor(0.7529, device='cuda:0', dtype=torch.float16), 0.05322265625)
Unit 678 -> (tensor(0.9194, device='cuda:0', dtype=torch.float16), 0.2197265625)
Unit 679 -> (tensor(0.8882, device='cuda:0', dtype=torch.float16), 0.169921875)
Unit 680 -> (tensor(0.4182, device='cuda:0', dtype=torch.float16), 0.0703125)
Unit 681 -> (tensor(0.6587, device='cuda:0', dtype=torch.float16), 0.18994140625)
Unit 682 -> (tensor(0.7261, device='cuda:0', dtype=torch.float16), 0.11474609375)
Unit 683 -> (tensor(0.9893, device='cuda:0', dtype=torch.float16), 1.198486328125)
Unit 684 -> (tensor(0.6870, device='cuda:0', dtype=torch.float16), 1.8583984375)
Unit 685 -> (tensor(0.9736, device='cuda:0', dtype=torch.float16), 1.413330078125)
Unit 686 -> (tensor(0.6606, device='cuda:0', dtype=torch.float16), 1.87646484375)
Unit 687 -> (tensor(0.9219, device='cuda:0', dtype=torch.float16), 1.2115478515625)
Unit 688 -> (tensor(0.9268, device='cuda:0', dtype=torch.float16), 1.7060546875)
Unit 689 -> (tensor(0.9312, device='cuda:0', dtype=torch.float16), 1.041412353515625)
Unit 690 -> (tensor(0.7339, device='cuda:0', dtype=torch.float16), 0.4580078125)
Unit 691 -> (tensor(0.4995, device='cuda:0', dtype=torch.float16), 0.9322509765625)
Unit 692 -> (tensor(0.7256, device='cuda:0', dtype=torch.float16), 1.8896484375)
Unit 693 -> (tensor(0.8481, device='cuda:0', dtype=torch.float16), 0.3359375)
Unit 694 -> (tensor(0.7964, device='cuda:0', dtype=torch.float16), 1.82861328125)
Unit 695 -> (tensor(0.5444, device='cuda:0', dtype=torch.float16), 1.873046875)
Unit 696 -> (tensor(0.4602, device='cuda:0', dtype=torch.float16), 1.3740234375)
Unit 697 -> (tensor(0.6924, device='cuda:0', dtype=torch.float16), 0.676025390625)
Unit 698 -> (tensor(0.7798, device='cuda:0', dtype=torch.float16), 0.06103515625)
Unit 699 -> (tensor(0.7842, device='cuda:0', dtype=torch.float16), 0.095703125)
Unit 700 -> (tensor(0.7095, device='cuda:0', dtype=torch.float16), 0.06494140625)
Unit 701 -> (tensor(0.7949, device='cuda:0', dtype=torch.float16), 0.07177734375)
Unit 702 -> (tensor(0.8472, device='cuda:0', dtype=torch.float16), 1.257080078125)
Unit 703 -> (tensor(0.5786, device='cuda:0', dtype=torch.float16), 1.873046875)
Unit 704 -> (tensor(0.5825, device='cuda:0', dtype=torch.float16), 0.21923828125)
Unit 705 -> (tensor(0.7222, device='cuda:0', dtype=torch.float16), 1.87841796875)
Unit 706 -> (tensor(0.6138, device='cuda:0', dtype=torch.float16), 0.959075927734375)
Unit 707 -> (tensor(0.9502, device='cuda:0', dtype=torch.float16), 1.60595703125)
Unit 708 -> (tensor(0.7114, device='cuda:0', dtype=torch.float16), 0.796630859375)
Unit 709 -> (tensor(0.5205, device='cuda:0', dtype=torch.float16), 0.1630859375)
Unit 710 -> (tensor(0.9097, device='cuda:0', dtype=torch.float16), 1.82177734375)
Unit 711 -> (tensor(0.8008, device='cuda:0', dtype=torch.float16), 0.65673828125)
Unit 712 -> (tensor(0.7642, device='cuda:0', dtype=torch.float16), 1.4443359375)
Unit 713 -> (tensor(0.6343, device='cuda:0', dtype=torch.float16), 0.15966796875)
Unit 714 -> (tensor(0.4031, device='cuda:0', dtype=torch.float16), 1.034698486328125)
Unit 715 -> (tensor(0.5776, device='cuda:0', dtype=torch.float16), 0.875244140625)
Unit 716 -> (tensor(0.4595, device='cuda:0', dtype=torch.float16), 1.646484375)
Unit 717 -> (tensor(0.8506, device='cuda:0', dtype=torch.float16), 0.8096923828125)
Unit 718 -> (tensor(0.6616, device='cuda:0', dtype=torch.float16), 0.11376953125)
Unit 719 -> (tensor(0.7163, device='cuda:0', dtype=torch.float16), 0.052734375)
Unit 720 -> (tensor(0.7158, device='cuda:0', dtype=torch.float16), 1.779296875)
Unit 721 -> (tensor(0.6685, device='cuda:0', dtype=torch.float16), 0.45263671875)
Unit 722 -> (tensor(0.8232, device='cuda:0', dtype=torch.float16), 0.12060546875)
Unit 723 -> (tensor(0.4236, device='cuda:0', dtype=torch.float16), 1.2059326171875)
Unit 724 -> (tensor(0.5293, device='cuda:0', dtype=torch.float16), 1.287353515625)
Unit 725 -> (tensor(0.9414, device='cuda:0', dtype=torch.float16), 0.3720703125)
Unit 726 -> (tensor(0.4968, device='cuda:0', dtype=torch.float16), 0.04150390625)
Unit 727 -> (tensor(0.5933, device='cuda:0', dtype=torch.float16), 0.07568359375)
Unit 728 -> (tensor(0.9717, device='cuda:0', dtype=torch.float16), 0.848388671875)
Unit 729 -> (tensor(0.8691, device='cuda:0', dtype=torch.float16), 0.32763671875)
Unit 730 -> (tensor(0.5396, device='cuda:0', dtype=torch.float16), 1.97802734375)
Unit 731 -> (tensor(0.7705, device='cuda:0', dtype=torch.float16), 0.9364013671875)
Unit 732 -> (tensor(0.7710, device='cuda:0', dtype=torch.float16), 0.173828125)
Unit 733 -> (tensor(0.4771, device='cuda:0', dtype=torch.float16), 0.9934768676757812)
Unit 734 -> (tensor(0.4246, device='cuda:0', dtype=torch.float16), 1.88818359375)
Unit 735 -> (tensor(0.5537, device='cuda:0', dtype=torch.float16), 0.583984375)
Unit 736 -> (tensor(0.4661, device='cuda:0', dtype=torch.float16), 1.0137176513671875)
Unit 737 -> (tensor(0.5249, device='cuda:0', dtype=torch.float16), 0.9395751953125)
Unit 738 -> (tensor(0.6382, device='cuda:0', dtype=torch.float16), 0.033203125)
Unit 739 -> (tensor(0.6768, device='cuda:0', dtype=torch.float16), 1.83447265625)
Unit 740 -> (tensor(0.6709, device='cuda:0', dtype=torch.float16), 0.13623046875)
Unit 741 -> (tensor(0.6240, device='cuda:0', dtype=torch.float16), 0.234375)
Unit 742 -> (tensor(0.5908, device='cuda:0', dtype=torch.float16), 0.35400390625)
Unit 743 -> (tensor(0.8882, device='cuda:0', dtype=torch.float16), 1.91455078125)
Unit 744 -> (tensor(0.9922, device='cuda:0', dtype=torch.float16), 0.740234375)
Unit 745 -> (tensor(0.7300, device='cuda:0', dtype=torch.float16), 1.46044921875)
Unit 746 -> (tensor(0.5000, device='cuda:0', dtype=torch.float16), 0.2958984375)
Unit 747 -> (tensor(0.3401, device='cuda:0', dtype=torch.float16), 0.59130859375)
Unit 748 -> (tensor(0.7051, device='cuda:0', dtype=torch.float16), 0.04541015625)
Unit 749 -> (tensor(0.6548, device='cuda:0', dtype=torch.float16), 0.662109375)
Unit 750 -> (tensor(0.9849, device='cuda:0', dtype=torch.float16), 0.693603515625)
Unit 751 -> (tensor(0.8706, device='cuda:0', dtype=torch.float16), 1.8017578125)
Unit 752 -> (tensor(0.6455, device='cuda:0', dtype=torch.float16), 0.78271484375)
Unit 753 -> (tensor(0.5142, device='cuda:0', dtype=torch.float16), 1.9404296875)
Unit 754 -> (tensor(0.7666, device='cuda:0', dtype=torch.float16), 1.055938720703125)
Unit 755 -> (tensor(0.6597, device='cuda:0', dtype=torch.float16), 0.624267578125)
Unit 756 -> (tensor(0.6299, device='cuda:0', dtype=torch.float16), 0.30126953125)
Unit 757 -> (tensor(0.5605, device='cuda:0', dtype=torch.float16), 1.66845703125)
Unit 758 -> (tensor(0.7095, device='cuda:0', dtype=torch.float16), 0.90850830078125)
Unit 759 -> (tensor(0.9419, device='cuda:0', dtype=torch.float16), 1.45751953125)
Unit 760 -> (tensor(0.8818, device='cuda:0', dtype=torch.float16), 0.12646484375)
Unit 761 -> (tensor(0.5620, device='cuda:0', dtype=torch.float16), 0.67236328125)
Unit 762 -> (tensor(0.4749, device='cuda:0', dtype=torch.float16), 1.6689453125)
Unit 763 -> (tensor(0.9429, device='cuda:0', dtype=torch.float16), 0.794189453125)
Unit 764 -> (tensor(0.6987, device='cuda:0', dtype=torch.float16), 1.6884765625)
Unit 765 -> (tensor(0.5708, device='cuda:0', dtype=torch.float16), 1.251220703125)
Unit 766 -> (tensor(0.9834, device='cuda:0', dtype=torch.float16), 1.433349609375)
Unit 767 -> (tensor(0.5581, device='cuda:0', dtype=torch.float16), 0.107421875)
Unit 768 -> (tensor(0.7251, device='cuda:0', dtype=torch.float16), 1.254150390625)
Unit 769 -> (tensor(0.7686, device='cuda:0', dtype=torch.float16), 1.921875)
Unit 770 -> (tensor(0.8726, device='cuda:0', dtype=torch.float16), 0.9928398132324219)
Unit 771 -> (tensor(0.6914, device='cuda:0', dtype=torch.float16), 1.3447265625)
Unit 772 -> (tensor(0.9004, device='cuda:0', dtype=torch.float16), 0.07080078125)
Unit 773 -> (tensor(0.5034, device='cuda:0', dtype=torch.float16), 1.75634765625)
Unit 774 -> (tensor(0.5176, device='cuda:0', dtype=torch.float16), 0.35302734375)
Unit 775 -> (tensor(0.8564, device='cuda:0', dtype=torch.float16), 1.95654296875)
Unit 776 -> (tensor(0.9331, device='cuda:0', dtype=torch.float16), 0.21337890625)
Unit 777 -> (tensor(0.6636, device='cuda:0', dtype=torch.float16), 0.04638671875)
Unit 778 -> (tensor(0.5205, device='cuda:0', dtype=torch.float16), 1.74658203125)
Unit 779 -> (tensor(0.6836, device='cuda:0', dtype=torch.float16), 1.91015625)
Unit 780 -> (tensor(0.6758, device='cuda:0', dtype=torch.float16), 1.95849609375)
Unit 781 -> (tensor(0.5879, device='cuda:0', dtype=torch.float16), 1.87548828125)
Unit 782 -> (tensor(0.7529, device='cuda:0', dtype=torch.float16), 0.03125)
Unit 783 -> (tensor(0.6904, device='cuda:0', dtype=torch.float16), 1.97314453125)
Unit 784 -> (tensor(0.7612, device='cuda:0', dtype=torch.float16), 1.396728515625)
Unit 785 -> (tensor(0.7554, device='cuda:0', dtype=torch.float16), 1.30908203125)
Unit 786 -> (tensor(0.7197, device='cuda:0', dtype=torch.float16), 0.1435546875)
Unit 787 -> (tensor(0.7051, device='cuda:0', dtype=torch.float16), 1.966796875)
Unit 788 -> (tensor(0.6333, device='cuda:0', dtype=torch.float16), 1.70166015625)
Unit 789 -> (tensor(0.6128, device='cuda:0', dtype=torch.float16), 1.89013671875)
Unit 790 -> (tensor(0.9375, device='cuda:0', dtype=torch.float16), 1.27099609375)
Unit 791 -> (tensor(0.5430, device='cuda:0', dtype=torch.float16), 1.67578125)
Unit 792 -> (tensor(0.7227, device='cuda:0', dtype=torch.float16), 0.03466796875)
Unit 793 -> (tensor(0.6685, device='cuda:0', dtype=torch.float16), 0.12939453125)
Unit 794 -> (tensor(0.7529, device='cuda:0', dtype=torch.float16), 0.09716796875)
Unit 795 -> (tensor(0.4165, device='cuda:0', dtype=torch.float16), 0.46337890625)
Unit 796 -> (tensor(0.6431, device='cuda:0', dtype=torch.float16), 1.268798828125)
Unit 797 -> (tensor(0.6172, device='cuda:0', dtype=torch.float16), 0.7353515625)
Unit 798 -> (tensor(0.9756, device='cuda:0', dtype=torch.float16), 1.70849609375)
Unit 799 -> (tensor(0.9277, device='cuda:0', dtype=torch.float16), 0.1572265625)
Unit 800 -> (tensor(0.7061, device='cuda:0', dtype=torch.float16), 0.7681884765625)
Unit 801 -> (tensor(0.7212, device='cuda:0', dtype=torch.float16), 1.1046142578125)
Unit 802 -> (tensor(0.8154, device='cuda:0', dtype=torch.float16), 1.5166015625)
Unit 803 -> (tensor(0.5840, device='cuda:0', dtype=torch.float16), 1.292724609375)
Unit 804 -> (tensor(0.5444, device='cuda:0', dtype=torch.float16), 0.66552734375)
Unit 805 -> (tensor(0.4937, device='cuda:0', dtype=torch.float16), 0.9719696044921875)
Unit 806 -> (tensor(0.8232, device='cuda:0', dtype=torch.float16), 0.0380859375)
Unit 807 -> (tensor(0.7749, device='cuda:0', dtype=torch.float16), 0.05224609375)
Unit 808 -> (tensor(0.7603, device='cuda:0', dtype=torch.float16), 1.8642578125)
Unit 809 -> (tensor(0.8105, device='cuda:0', dtype=torch.float16), 0.688232421875)
Unit 810 -> (tensor(0.4348, device='cuda:0', dtype=torch.float16), 0.3662109375)
Unit 811 -> (tensor(0.7822, device='cuda:0', dtype=torch.float16), 0.10693359375)
Unit 812 -> (tensor(0.6733, device='cuda:0', dtype=torch.float16), 0.81591796875)
Unit 813 -> (tensor(0.4558, device='cuda:0', dtype=torch.float16), 0.06640625)
Unit 814 -> (tensor(0.6021, device='cuda:0', dtype=torch.float16), 0.48193359375)
Unit 815 -> (tensor(0.4314, device='cuda:0', dtype=torch.float16), 0.8599853515625)
Unit 816 -> (tensor(0.8042, device='cuda:0', dtype=torch.float16), 0.23779296875)
Unit 817 -> (tensor(0.7891, device='cuda:0', dtype=torch.float16), 1.328857421875)
Unit 818 -> (tensor(0.6309, device='cuda:0', dtype=torch.float16), 0.19140625)
Unit 819 -> (tensor(0.4763, device='cuda:0', dtype=torch.float16), 1.96337890625)
Unit 820 -> (tensor(0.7700, device='cuda:0', dtype=torch.float16), 1.396728515625)
Unit 821 -> (tensor(0.8628, device='cuda:0', dtype=torch.float16), 1.79345703125)
Unit 822 -> (tensor(0.6362, device='cuda:0', dtype=torch.float16), 1.888671875)
Unit 823 -> (tensor(0.6489, device='cuda:0', dtype=torch.float16), 0.10400390625)
Unit 824 -> (tensor(0.8657, device='cuda:0', dtype=torch.float16), 0.9102783203125)
Unit 825 -> (tensor(0.5146, device='cuda:0', dtype=torch.float16), 0.2509765625)
Unit 826 -> (tensor(0.8438, device='cuda:0', dtype=torch.float16), 1.650390625)
Unit 827 -> (tensor(0.6484, device='cuda:0', dtype=torch.float16), 0.8326416015625)
Unit 828 -> (tensor(0.5488, device='cuda:0', dtype=torch.float16), 0.0263671875)
Unit 829 -> (tensor(0.4070, device='cuda:0', dtype=torch.float16), 1.416259765625)
Unit 830 -> (tensor(0.8350, device='cuda:0', dtype=torch.float16), 1.7109375)
Unit 831 -> (tensor(0.9780, device='cuda:0', dtype=torch.float16), 0.4228515625)
Unit 832 -> (tensor(0.6484, device='cuda:0', dtype=torch.float16), 1.025299072265625)
Unit 833 -> (tensor(0.4763, device='cuda:0', dtype=torch.float16), 1.662109375)
Unit 834 -> (tensor(0.2157, device='cuda:0', dtype=torch.float16), 1.334228515625)
Unit 835 -> (tensor(0.9512, device='cuda:0', dtype=torch.float16), 0.34228515625)
Unit 836 -> (tensor(0.5610, device='cuda:0', dtype=torch.float16), 1.92138671875)
Unit 837 -> (tensor(0.3784, device='cuda:0', dtype=torch.float16), 0.15576171875)
Unit 838 -> (tensor(0.6113, device='cuda:0', dtype=torch.float16), 1.88134765625)
Unit 839 -> (tensor(0.8076, device='cuda:0', dtype=torch.float16), 0.189453125)
Unit 840 -> (tensor(0.6992, device='cuda:0', dtype=torch.float16), 1.90234375)
Unit 841 -> (tensor(0.6182, device='cuda:0', dtype=torch.float16), 1.845703125)
Unit 842 -> (tensor(0.9478, device='cuda:0', dtype=torch.float16), 1.177978515625)
Unit 843 -> (tensor(0.7446, device='cuda:0', dtype=torch.float16), 1.7119140625)
Unit 844 -> (tensor(0.5581, device='cuda:0', dtype=torch.float16), 0.556884765625)
Unit 845 -> (tensor(0.7080, device='cuda:0', dtype=torch.float16), 1.67626953125)
Unit 846 -> (tensor(0.6069, device='cuda:0', dtype=torch.float16), 0.05126953125)
Unit 847 -> (tensor(0.5522, device='cuda:0', dtype=torch.float16), 0.28173828125)
Unit 848 -> (tensor(0.6997, device='cuda:0', dtype=torch.float16), 0.142578125)
Unit 849 -> (tensor(0.3655, device='cuda:0', dtype=torch.float16), 0.4580078125)
Unit 850 -> (tensor(0.4309, device='cuda:0', dtype=torch.float16), 1.15185546875)
Unit 851 -> (tensor(0.6357, device='cuda:0', dtype=torch.float16), 1.85693359375)
Unit 852 -> (tensor(0.5308, device='cuda:0', dtype=torch.float16), 0.705810546875)
Unit 853 -> (tensor(0.7671, device='cuda:0', dtype=torch.float16), 0.041015625)
Unit 854 -> (tensor(0.9473, device='cuda:0', dtype=torch.float16), 0.599365234375)
Unit 855 -> (tensor(0.5649, device='cuda:0', dtype=torch.float16), 0.1416015625)
Unit 856 -> (tensor(0.7817, device='cuda:0', dtype=torch.float16), 1.41943359375)
Unit 857 -> (tensor(0.3013, device='cuda:0', dtype=torch.float16), 0.41015625)
Unit 858 -> (tensor(0.7041, device='cuda:0', dtype=torch.float16), 0.05322265625)
Unit 859 -> (tensor(0.7944, device='cuda:0', dtype=torch.float16), 1.70751953125)
Unit 860 -> (tensor(0.8086, device='cuda:0', dtype=torch.float16), 1.59375)
Unit 861 -> (tensor(0.9653, device='cuda:0', dtype=torch.float16), 0.8201904296875)
Unit 862 -> (tensor(0.9717, device='cuda:0', dtype=torch.float16), 1.6025390625)
Unit 863 -> (tensor(0.7139, device='cuda:0', dtype=torch.float16), 0.51806640625)
Unit 864 -> (tensor(0.7251, device='cuda:0', dtype=torch.float16), 1.78662109375)
Unit 865 -> (tensor(0.8325, device='cuda:0', dtype=torch.float16), 1.440673828125)
Unit 866 -> (tensor(0.6621, device='cuda:0', dtype=torch.float16), 1.96044921875)
Unit 867 -> (tensor(0.7617, device='cuda:0', dtype=torch.float16), 0.1103515625)
Unit 868 -> (tensor(0.7515, device='cuda:0', dtype=torch.float16), 0.9102783203125)
Unit 869 -> (tensor(0.9194, device='cuda:0', dtype=torch.float16), 0.43994140625)
Unit 870 -> (tensor(0.7749, device='cuda:0', dtype=torch.float16), 1.75732421875)
Unit 871 -> (tensor(0.5879, device='cuda:0', dtype=torch.float16), 1.10223388671875)
Unit 872 -> (tensor(0.9487, device='cuda:0', dtype=torch.float16), 1.45068359375)
Unit 873 -> (tensor(0.5728, device='cuda:0', dtype=torch.float16), 0.29345703125)
Unit 874 -> (tensor(0.8120, device='cuda:0', dtype=torch.float16), 1.9482421875)
Unit 875 -> (tensor(0.8877, device='cuda:0', dtype=torch.float16), 1.9150390625)
Unit 876 -> (tensor(0.4116, device='cuda:0', dtype=torch.float16), 1.09771728515625)
Unit 877 -> (tensor(0.9600, device='cuda:0', dtype=torch.float16), 0.556640625)
Unit 878 -> (tensor(0.7466, device='cuda:0', dtype=torch.float16), 0.636962890625)
Unit 879 -> (tensor(0.6392, device='cuda:0', dtype=torch.float16), 1.51416015625)
Unit 880 -> (tensor(0.6650, device='cuda:0', dtype=torch.float16), 1.3408203125)
Unit 881 -> (tensor(0.5205, device='cuda:0', dtype=torch.float16), 0.31005859375)
Unit 882 -> (tensor(0.7559, device='cuda:0', dtype=torch.float16), 0.88385009765625)
Unit 883 -> (tensor(0.5127, device='cuda:0', dtype=torch.float16), 0.88702392578125)
Unit 884 -> (tensor(0.5718, device='cuda:0', dtype=torch.float16), 0.21923828125)
Unit 885 -> (tensor(0.7422, device='cuda:0', dtype=torch.float16), 1.0032081604003906)
Unit 886 -> (tensor(0.9419, device='cuda:0', dtype=torch.float16), 0.18505859375)
Unit 887 -> (tensor(0.6069, device='cuda:0', dtype=torch.float16), 1.068115234375)
Unit 888 -> (tensor(0.6123, device='cuda:0', dtype=torch.float16), 1.4453125)
Unit 889 -> (tensor(0.3047, device='cuda:0', dtype=torch.float16), 0.644775390625)
Unit 890 -> (tensor(0.7617, device='cuda:0', dtype=torch.float16), 0.51611328125)
Unit 891 -> (tensor(0.7212, device='cuda:0', dtype=torch.float16), 0.1005859375)
Unit 892 -> (tensor(0.9414, device='cuda:0', dtype=torch.float16), 1.8564453125)
Unit 893 -> (tensor(0.6953, device='cuda:0', dtype=torch.float16), 1.74560546875)
Unit 894 -> (tensor(0.8154, device='cuda:0', dtype=torch.float16), 1.50048828125)
Unit 895 -> (tensor(0.4897, device='cuda:0', dtype=torch.float16), 0.2060546875)
Unit 896 -> (tensor(0.6416, device='cuda:0', dtype=torch.float16), 1.7841796875)
Unit 897 -> (tensor(0.7046, device='cuda:0', dtype=torch.float16), 0.7633056640625)
Unit 898 -> (tensor(0.6870, device='cuda:0', dtype=torch.float16), 1.859375)
Unit 899 -> (tensor(0.6357, device='cuda:0', dtype=torch.float16), 0.17724609375)
Unit 900 -> (tensor(0.4937, device='cuda:0', dtype=torch.float16), 1.91845703125)
Unit 901 -> (tensor(0.8203, device='cuda:0', dtype=torch.float16), 0.7503662109375)
Unit 902 -> (tensor(0.6631, device='cuda:0', dtype=torch.float16), 1.95068359375)
Unit 903 -> (tensor(0.8301, device='cuda:0', dtype=torch.float16), 0.3310546875)
Unit 904 -> (tensor(0.4609, device='cuda:0', dtype=torch.float16), 0.506103515625)
Unit 905 -> (tensor(0.4404, device='cuda:0', dtype=torch.float16), 1.1011962890625)
Unit 906 -> (tensor(0.6470, device='cuda:0', dtype=torch.float16), 1.460693359375)
Unit 907 -> (tensor(0.5698, device='cuda:0', dtype=torch.float16), 0.12353515625)
Unit 908 -> (tensor(0.6211, device='cuda:0', dtype=torch.float16), 1.020355224609375)
Unit 909 -> (tensor(0.7397, device='cuda:0', dtype=torch.float16), 1.76171875)
Unit 910 -> (tensor(0.7285, device='cuda:0', dtype=torch.float16), 0.06787109375)
Unit 911 -> (tensor(0.7163, device='cuda:0', dtype=torch.float16), 0.13330078125)
Unit 912 -> (tensor(0.6553, device='cuda:0', dtype=torch.float16), 1.466796875)
Unit 913 -> (tensor(0.6519, device='cuda:0', dtype=torch.float16), 1.90576171875)
Unit 914 -> (tensor(0.6641, device='cuda:0', dtype=torch.float16), 1.966796875)
Unit 915 -> (tensor(0.9067, device='cuda:0', dtype=torch.float16), 0.3701171875)
Unit 916 -> (tensor(0.9585, device='cuda:0', dtype=torch.float16), 1.81689453125)
Unit 917 -> (tensor(0.7578, device='cuda:0', dtype=torch.float16), 0.09765625)
Unit 918 -> (tensor(0.5830, device='cuda:0', dtype=torch.float16), 1.416015625)
Unit 919 -> (tensor(0.6519, device='cuda:0', dtype=torch.float16), 1.435302734375)
Unit 920 -> (tensor(0.4841, device='cuda:0', dtype=torch.float16), 0.1767578125)
Unit 921 -> (tensor(0.7021, device='cuda:0', dtype=torch.float16), 0.64404296875)
Unit 922 -> (tensor(0.6963, device='cuda:0', dtype=torch.float16), 0.943023681640625)
Unit 923 -> (tensor(0.6299, device='cuda:0', dtype=torch.float16), 1.94970703125)
Unit 924 -> (tensor(0.6533, device='cuda:0', dtype=torch.float16), 1.484375)
Unit 925 -> (tensor(0.7349, device='cuda:0', dtype=torch.float16), 1.39501953125)
Unit 926 -> (tensor(0.8169, device='cuda:0', dtype=torch.float16), 1.1502685546875)
Unit 927 -> (tensor(0.6196, device='cuda:0', dtype=torch.float16), 0.670166015625)
Unit 928 -> (tensor(0.6338, device='cuda:0', dtype=torch.float16), 0.3017578125)
Unit 929 -> (tensor(0.6577, device='cuda:0', dtype=torch.float16), 0.08837890625)
Unit 930 -> (tensor(0.7500, device='cuda:0', dtype=torch.float16), 1.73583984375)
